	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0), электроника(1;1.0)
Отремонтировать телефон iphone 4 withe		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Ремонт телефона iPhone 4s		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), гаджет(1;1.0), ремонт(1;1.0)
Заменить стекло на iPhone 5s		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0), гаджет(1;1.0)
Ремонт планшета Samsung Galaxy tab.2		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0), электроника(1;1.0)
Поменять дисплей и стекло на iphone 4		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0), экран(1;1.0), гаджет(1;1.0)
Заменить сенсорное стекло на Iphone 5s		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), glass(1;1.0), гаджет(1;1.0)
Заменить стекло и дисплей на iPhone 5		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		экран(1;1.0), гаджет(1;1.0), замена(1;1.0), glass(1;1.0)
Ремонт телефона Sony Xperia Z 1		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонта телефона iPhone 5S		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), ремонт(1;1.0), гаджет(1;1.0)
Поменять дисплей на 5с		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		замена(1;1.0), экран(1;1.0)
Ремонт телефона Nokia Asha 308		Ремонт цифровой техники -> Планшеты и телефоны
	OK found	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
		электроника(1;1.0), телефон(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0)
Ремонт компьютера		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		компьютер(1;1.0), ремонт(1;1.0)
Диагностика и ремонт ноутбука Samsung R528		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), диагностика(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Ремонт ноутбука Samsung NP530U3C-A02		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Ремонт ноутбука Sony Vaio		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		компьютер(1;1.0), ремонт(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель тв(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт ноутбука ASUS K43S		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), компьютер(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Помочь настроить компьютер		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		помощь(1;1.0), компьютер(1;1.0), настройка(1;1.0)
Устранить неполадок на ноутбуке		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		компьютер(1;1.0), ремонт(1;1.0)
Замена блока питания на системном блоке		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		замена(1;1.0), компьютерные запчасти(1;1.0), запчасти(1;1.0)
Ремонт ноутбука HP G62-346NR		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель фото(1;1.0), производитель наушников(1;1.0), производитель планшетов(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Диагностика и ремонт 2 ноутбуков		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		диагностика(1;1.0), ремонт(1;1.0), компьютер(1;1.0)
Чистка ноутбука		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		компьютер(1;1.0), очистка(1;1.0)
Отремонтировать ноутбуки		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		компьютер(1;1.0), ремонт(1;1.0)
Починить ноутбук Asus		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), компьютер(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель наушников(1;1.0), производитель смарт-часов(1;1.0), производитель планшетов(1;1.0), гаджет(1;1.0)
Ремонт ноутбука Acer Aspire V3-571G		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		ремонт(1;1.0), компьютер(1;1.0), производитель электроники(1;1.0), производитель телефонов(1;1.0), производитель планшетов(1;1.0)
Провести диагностику		Компьютерная помощь -> Ремонт компьютеров и ноутбуков
	OK found	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
		диагностика(1;1.0), провести(1;1.0)
