	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	фото-видео техника(1;1.0;фотоаппарат), ремонт(1;1.0;отремонтирова), производитель фото(1;0.3;olympus)
Заменить стекло на Iphone 4s	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;замен), стекло(1;1.0;стекл), гаджет(1;1.0;iphon)
Ремонт музыкальных центров Philips	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;philips), производитель аудио(1;0.3;philips), производитель тв(1;0.3;philips), производитель планшетов(1;0.3;philips), аудио(1;1.0;музыкальн центр), ремонт(1;1.0;ремонт)
Ремонт фотоаппарата Canon	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	фото-видео техника(1;1.0;фотоаппарат), ремонт(1;1.0;ремонт), производитель фото(1;0.3;canon)
Замена верхнего шлейфа iPhone 5 + покупка оригинальной зарядки	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), гаджет(1;1.0;iphon), зарядное устройство(1;1.0;зарядк)
Ремонт радиотелефона SANYO CLT-75KM	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), телефон(1;1.0;радиотелефон)
Ремонт аудио усилителя NAD 310	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель аудио(1;0.3;nad), ремонт(1;1.0;ремонт), аудио(1;1.0;усилител)
Ремонт телевизора Phillips 37PFL	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), электроника(1;1.0;телевизор)
Отремонтировать пластиковое окно	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова), house_parts(1;1.0;окн)
Подключение домашнего кинотеатра к телевизору	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	домашний(1;1.0;домашн), бытовая техника(1;1.0;домашн кинотеатр), электроника(1;1.0;телевизор), подключение(1;1.0;подключен)
Починить портативный сканирующий приёмник Icom IC-R1	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	электроника(1;1.0;приемник), ремонт(1;1.0;почин)
Ремонт ноутбука Sony. Замена батареи	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	замена(1;1.0;зам), компьютер(1;1.0;ноутбук), ремонт(1;1.0;ремонт), производитель электроники(1;0.3;son), производитель телефонов(1;0.3;son)
Замена экрана и динамика iphone 4 белый	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), аудио(1;1.0;динамик), экран(1;1.0;экра), гаджет(1;1.0;iphon)
Наручные часы Hablot. Ремонт	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	часы(1;1.0;наручн час), производитель часов(1;0.3;hablot), часы(1;1.0;час), ремонт(1;1.0;ремонт)
Ремонт экрана планшета Apple iPad 4	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;ipad), ремонт(1;1.0;ремонт), экран(1;1.0;экра), производитель электроники(1;0.3;appl), производитель телефонов(1;0.3;appl), производитель смарт-часов(1;0.3;appl), производитель планшетов(1;0.3;appl), гаджет(1;1.0;планшет), электроника(1;1.0;планшет)
Починить сабвуфер klipsch	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	аудио(1;1.0;сабвуфер), ремонт(1;1.0;почин), производитель аудио(1;0.3;klipsch)
Ремонт синтезатора Casio	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;cas), производитель фото(1;0.3;cas), производитель аудио(1;0.3;cas), производитель планшетов(1;0.3;cas), производитель часов(1;0.3;cas), ремонт(1;1.0;ремонт), аудио(1;1.0;синтезатор)
Починить принтер samsung scx3200	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), ремонт(1;1.0;почин), электроника(1;1.0;принтер), офисная техника(1;1.0;принтер)
Ремонт микрофона AKG ht40 pro	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;akg), производитель аудио(1;0.3;akg), ремонт(1;1.0;ремонт), аудио(1;1.0;микрофон)
Переустановка windows, настройка компьютера	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	компьютер(1;1.0;компьютер), программа(1;1.0;windows), настройка(1;1.0;настройк), установить(1;1.0;переустановк)
Требуется чистка ноутбука и попутно, естественно, замена термо-пасты,перепаять аудио разъем для наушников	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	замена(1;1.0;зам), очистка(1;1.0;чистк), аудио(1;1.0;наушник), компьютер(1;1.0;ноутбук), запчасти(1;1.0;разь), для(1;1.0;для)
Ремонт кнопочки OPEN магнитного доводчика-замка на дверь, прожекторы на улицу 2 шт	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	house_parts(1;1.0;двер), ремонт(1;1.0;ремонт)
Ремонт автомагнитолы Mistery 6280	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт)
Заменить плату контроллера в СКУД	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	замена(1;1.0;замен)
Настройка почты mail в айфоне	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	настройка(1;1.0;настройк), гаджет(1;1.0;айфон)
Ремонт Apple iPhone 4S	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	ремонт(1;1.0;ремонт), производитель электроники(1;0.3;appl), производитель телефонов(1;0.3;appl), производитель смарт-часов(1;0.3;appl), производитель планшетов(1;0.3;appl), гаджет(1;1.0;iphon)
Нужен помощник для проведения рекламной акции сети интернета	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	помощь(1;1.0;помощник), сеть(1;1.0;интернет), нужно(1;1.0;нуж), сеть(1;1.0;сет), для(1;1.0;для)
Сделать так, чтобы при включении света проигрывался звук	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	для(1;1.0;чтоб), сделать(1;1.0;сдела)
Отремонтировать наушники Skullcandy Aviator	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова), аудио(1;1.0;наушник), производитель аудио(1;0.3;skullcand)
Ремонт ЖК телевизора	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), электроника(1;1.0;телевизор)
Ремонт цифровой техники	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт)
Нужен ремонт разъема для наушников	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	нужно(1;1.0;нуж), ремонт(1;1.0;ремонт), аудио(1;1.0;наушник), для(1;1.0;для)
Диагностика и определение стоимости ремонта домашнего кинотеатра	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	бытовая техника(1;1.0;домашн кинотеатр), диагностика(1;1.0;диагностик), ремонт(1;1.0;ремонт), домашний(1;1.0;домашн), цена(1;1.0;стоимост)
Ремонт автомобильных усилителей Magnat	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;magnat), производитель аудио(1;0.3;magnat), аудио(1;1.0;усилител), ремонт(1;1.0;ремонт), машина(1;1.0;автомобильн)
Ремонт акустики	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт)
Необходимо установить музыку в автомобиль	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	установить(1;1.0;установ), машина(1;1.0;автомобил)
Душка для наушников Monster Beats	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель аудио(1;0.3;monster), производитель аудио(1;0.3;beats), аудио(1;1.0;наушник), для(1;1.0;для)
Ремонт наушников Sennheiser E60	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель аудио(1;0.3;sennheiser), ремонт(1;1.0;ремонт), аудио(1;1.0;наушник)
Телефон Nokia X2. Восстановление данных	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), производитель телефонов(1;0.3;nok), производитель аудио(1;0.3;nok), производитель планшетов(1;0.3;nok), данные(1;1.0;дан)
Отремонтировать наушники Monster Bits	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель аудио(1;0.3;monster), ремонт(1;1.0;отремонтирова), аудио(1;1.0;наушник)
Ремонт жесткого диска WD и диагностика Time Capsule	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;wd), компьютерные запчасти(1;1.0;жестк диск), диагностика(1;1.0;диагностик), ремонт(1;1.0;ремонт)
Поменять стекло на iPhone 4s	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;поменя), гаджет(1;1.0;iphon), стекло(1;1.0;стекл)
Отремонтировать Samsung Galaxy S3	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), ремонт(1;1.0;отремонтирова)
Ремонт электронной книги Texet 116	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель телефонов(1;0.3;texet), производитель смарт-часов(1;0.3;texet), производитель планшетов(1;0.3;texet), ремонт(1;1.0;ремонт)
Починить фотик nikon d90	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;почин), фото-видео техника(1;1.0;фотик), производитель фото(1;0.3;nikon)
Замена экрана и стекла iPhone 4	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), экран(1;1.0;экра), стекло(1;1.0;стекл), гаджет(1;1.0;iphon)
Разбился экран айфона	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	сломалось(1;1.0;разб), экран(1;1.0;экра), гаджет(1;1.0;айфон)
Ремонт наушников AKG-142 HD	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), аудио(1;1.0;наушник)
Замена дисплея на iPhone 5	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), гаджет(1;1.0;iphon)
Отремонтировать XboX 360	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова)
Ремонт радиомагнитолы Challenger	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), производитель аудио(1;0.3;challenger)
Диагностика/ремонт/ наушников beats executive	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	диагностика(1;1.0;диагностик), ремонт(1;1.0;ремонт), аудио(1;1.0;наушник), производитель аудио(1;0.3;beats)
Часы Полет. Ремонт	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), часы(1;1.0;час)
Ремонт беспроводных наушников	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), аудио(1;1.0;наушник)
Отремонтировать телефон Lenovo S820	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), производитель электроники(1;0.3;lenov), производитель планшетов(1;0.3;lenov), ремонт(1;1.0;отремонтирова)
Необходимо отремонтировать телефон	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 0.999	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 0.001
	гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), ремонт(1;1.0;отремонтирова)
Диагностика и возможный ремонт наушников Monster beats tour	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель аудио(1;0.3;monster), диагностика(1;1.0;диагностик), ремонт(1;1.0;ремонт), аудио(1;1.0;наушник), производитель аудио(1;0.3;beats)
Помочь разгрузить и собрать 2 стола	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	помощь(1;1.0;помоч), смонтировать-собрать(1;1.0;собра), мебель(1;1.0;стол), принести/перенести(1;1.0;разгруз)
Ремонт мобильного телефона Fly	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	ремонт(1;1.0;ремонт), производитель телефонов(1;0.3;fly), производитель планшетов(1;0.3;fly), гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон)
Ремонт наушников AKG K81 DJ	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), аудио(1;1.0;наушник), производитель электроники(1;0.3;akg), производитель аудио(1;0.3;akg)
Отремонтировать наушники SteelSeries Siberia Neckband	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;steelseries), производитель аудио(1;0.3;steelseries), ремонт(1;1.0;отремонтирова), аудио(1;1.0;наушник)
Поменять стекло и все кнопки на iPhone 4s	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;поменя), стекло(1;1.0;стекл), гаджет(1;1.0;iphon)
Ремонт планшета Acer Iconia Tab 100	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	ремонт(1;1.0;ремонт), производитель электроники(1;0.3;acer), производитель аудио(1;0.3;icon), гаджет(1;1.0;планшет), электроника(1;1.0;планшет)
Ремонт часов Skagen	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель часов(1;0.3;skag), ремонт(1;1.0;ремонт), часы(1;1.0;час)
Включить google nexus 4 после длительного простоя	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель планшетов(1;0.3;googl), онлайн сервис(1;1.0;googl)
Отремонтировать ноутбук. Провести розетку к рабочему месту	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	socket(1;1.0;розетк), провести(1;1.0;провест), ремонт(1;1.0;отремонтирова), компьютер(1;1.0;ноутбук)
Необходимо отремонтировать принтер Xerox Phaser 7800	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова), электроника(1;1.0;принтер), офисная техника(1;1.0;принтер)
Ремонт телефона Samsung GALAXY	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), ремонт(1;1.0;ремонт)
Замена стекла на Айфоне 5	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), гаджет(1;1.0;айфон), стекло(1;1.0;стекл)
Ремонт iPhone3	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт)
Ремонт наручных часов Tissot	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	часы(1;1.0;наручн час), производитель часов(1;0.3;tissot), ремонт(1;1.0;ремонт), часы(1;1.0;час)
Заменить (перепаять) разъём mini-USB	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	замена(1;1.0;замен), запчасти(1;1.0;разь)
Заменить треснувший экран на китайском смартфоне Samsung Note 3	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;смартфон), электроника(1;1.0;смартфон), телефон(1;1.0;смартфон), замена(1;1.0;замен), производитель электроники(1;0.3;samsung), производитель аудио(1;0.3;samsung), экран(1;1.0;экра), язык(1;1.0;китайск)
Ремонт японской автомагнитолы Alpain	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	язык(1;1.0;японск), ремонт(1;1.0;ремонт)
Ремонт автомойки Karcher	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), производитель электроники(1;0.3;karcher)
Требуется ремонт петель ноутбука Lenovo G580	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), компьютер(1;1.0;ноутбук), производитель электроники(1;0.3;lenov), производитель планшетов(1;0.3;lenov)
Ремонт видеокамеры Sony	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), производитель электроники(1;0.3;son), производитель телефонов(1;0.3;son), фото-видео техника(1;1.0;видеокамер)
Замена дисплея на телефоне Zopo	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), производитель телефонов(1;0.3;zop)
Создавать электронные загадки	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	
Заменить заднюю стенку iPhone 4	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;замен), гаджет(1;1.0;iphon)
Ремонт часов	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), часы(1;1.0;час)
Ремонт 2-х портативных dvd плееров	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	электроника(1;1.0;плеер), ремонт(1;1.0;ремонт)
Починить наушники	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	аудио(1;1.0;наушник), ремонт(1;1.0;почин)
Ремонт ноутбука Lenovo	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;lenov), производитель планшетов(1;0.3;lenov), ремонт(1;1.0;ремонт), компьютер(1;1.0;ноутбук)
Отремонтировать телефон Nokia lumia 610	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), производитель телефонов(1;0.3;nok), производитель аудио(1;0.3;nok), производитель планшетов(1;0.3;nok), ремонт(1;1.0;отремонтирова)
Замена стекла и сенсорного экрана iphone 5: метро Домодедовская	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), экран(1;1.0;экра), стекло(1;1.0;стекл), гаджет(1;1.0;iphon)
Ремонт iPhone 5 и iPhone 3	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	ремонт(1;1.0;ремонт), гаджет(2;1.0;iphon)
Поменять мини джек штекер в студийных наушниках	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	замена(1;1.0;поменя), аудио(1;1.0;наушник), аудио(1;1.0;мин джек)
Отремонтировать ТВ	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова)
Замена стекл на iphone 4s (разбился экран айфона )	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), сломалось(1;1.0;разб), гаджет(1;1.0;айфон), экран(1;1.0;экра), стекло(1;1.0;стекл), гаджет(1;1.0;iphon)
Отремонтировать стиральную машину	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	бытовая техника(1;1.0;стиральн), бытовая техника(1;1.0;стиральн машин), ремонт(1;1.0;отремонтирова), машина(1;1.0;машин)
Ремонт планшета Acer 501	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	ремонт(1;1.0;ремонт), производитель электроники(1;0.3;acer), гаджет(1;1.0;планшет), электроника(1;1.0;планшет)
Отремонтировать роутер или купить и установить новый	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	установить(1;1.0;установ), ремонт(1;1.0;отремонтирова), сеть(1;1.0;роутер), купить(1;1.0;куп)
Ремонт корпуса ноутбука lenovo g570	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	производитель электроники(1;0.3;lenov), производитель планшетов(1;0.3;lenov), ремонт(1;1.0;ремонт), компьютер(1;1.0;ноутбук)
Отремонтировать пульт от телевизора Phillips	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова), электроника(1;1.0;телевизор)
Замена сенсорного стекла на ipad mini	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	замена(1;1.0;зам), производитель аудио(1;0.3;min), производитель часов(1;0.3;min), стекло(1;1.0;стекл), гаджет(1;1.0;ipad)
Замена клавиатуры в ноутбуке Aser г. Лобня	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	замена(1;1.0;зам), компьютер(1;1.0;ноутбук)
Ремонт телефона Apple iPhone 4S	BAD found-wrong	Ремонт цифровой техники
	Ремонт цифровой техники -> Планшеты и телефоны = 1.000
	гаджет(1;1.0;телефон), электроника(1;1.0;телефон), телефон(1;1.0;телефон), ремонт(1;1.0;ремонт), гаджет(1;1.0;iphon), производитель электроники(1;0.3;appl), производитель телефонов(1;0.3;appl), производитель смарт-часов(1;0.3;appl), производитель планшетов(1;0.3;appl)
Ремонт объективов Sigma	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;ремонт), производитель фото(1;0.3;sigm)
Отремонтировать гарнитуру Sony headset wireless pro	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	ремонт(1;1.0;отремонтирова), производитель электроники(1;0.3;son), производитель телефонов(1;0.3;son)
Ремонт шторки затвора фотоаппарата	BAD found-wrong	Ремонт цифровой техники
	Компьютерная помощь -> Ремонт компьютеров и ноутбуков = 1.000
	фото-видео техника(1;1.0;фотоаппарат), ремонт(1;1.0;ремонт)
